number of population per hectare,Entire home/apt,Private room,Hotel room,Shared room,Entropy
0.705787313,1.204574628,-1.168350439,-0.000129766,-0.215599932,0.299176303
0.67759671,-0.983850011,0.955564712,0.574120659,-0.215599932,-0.153985646
-0.59002822,1.422757904,-1.390767463,-0.085418959,-0.113734229,0.175898381
0.546471676,0.101358942,-0.060150975,-0.545181016,0.046431971,0.45888911
1.575089408,1.000762943,-1.017827236,-0.160635655,0.295603411,0.723551762
1.979736737,0.624487631,-0.57377993,-0.218718028,-0.215599932,0.464560154
0.895427074,-0.608827885,0.527453141,1.228806545,-0.215599932,0.538183503
-0.594001537,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
-0.090717542,1.653096633,-1.968432946,-0.545181016,2.915151175,0.682278178
-0.235596469,-0.137861884,0.04234839,1.434215631,-0.215599932,0.949221583
-0.209241449,1.087103268,-1.005291987,-0.545181016,-0.215599932,0.103100345
0.211144225,1.091252287,-1.009411433,-0.545181016,-0.215599932,0.100642498
-0.268844336,-0.817078158,0.885317302,-0.545181016,-0.215599932,-0.488219774
0.035197944,0.222664145,-0.437166535,2.861389301,-0.215599932,1.435629925
-0.966312522,-1.784017992,1.84536523,-0.545181016,-0.215599932,-2.410708516
-0.334335977,0.415089826,-0.420203782,-0.223740535,0.211713632,0.809576548
0.588589446,0.825970687,-0.796625409,0.048950679,-0.215599932,0.52714432
0.459245905,1.119386047,-1.073911814,-0.115859826,-0.215599932,0.310874705
0.240787605,-0.948021594,0.935643805,0.390354713,-0.215599932,-0.177248761
-0.237027559,-1.4639508,1.527579331,-0.545181016,-0.215599932,-1.592032953
0.077920404,0.234089885,-0.158358494,-0.545181016,-0.215599932,0.26476936
0.03039751,-0.205947574,0.20116862,0.363237735,-0.215599932,0.540969623
1.323242479,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
0.831869047,0.65978916,-0.581023579,-0.545181016,-0.215599932,0.26849758
-1.109115042,0.534381759,-0.572570961,0.817447111,-0.215599932,0.874208596
0.621003689,-0.234892781,0.154744245,1.245701665,-0.215599932,0.837309815
2.104906809,0.496256135,-0.43302708,-0.376457211,-0.215599932,0.397729293
0.724700234,0.665338312,-0.680196392,0.240293844,-0.006762476,0.832262378
0.12668964,-0.240582864,0.312931004,-0.545181016,-0.215599932,0.061757484
0.571982186,-0.36180638,0.278542578,1.271656486,-0.215599932,0.762467259
-0.101644253,0.958711642,-1.053819976,-0.200780501,0.92898997,1.029396113
-1.315078683,-1.129111275,-0.858259422,1.06202139,14.74037478,3.335858619
-0.398917501,-1.025001507,0.982803503,0.734020899,-0.215599932,-0.152385302
0.600551572,1.163969307,-1.107154672,-0.245272433,-0.215599932,0.224421168
1.161281532,1.509576666,-1.449356966,-0.256328971,-0.215599932,-0.077263858
-0.550402733,0.089829935,-0.015126763,-0.545181016,-0.215599932,0.22557267
1.033681628,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
0.259133401,0.255438193,-0.304293032,0.04062173,0.368461831,1.011585119
-0.537426522,-0.324098605,0.395851482,-0.545181016,-0.215599932,0.003572023
0.3388582,0.194733695,-0.119282817,-0.545181016,-0.215599932,0.255994027
1.500793438,1.278239969,-1.21521278,-0.308649342,-0.215599932,0.110506438
0.816449187,0.68822515,-0.60925689,-0.545181016,-0.215599932,0.262801595
-0.506793972,0.945282249,-0.864481804,-0.545181016,-0.215599932,0.177130502
0.333413693,0.353611093,-0.306201597,-0.202662471,-0.215599932,0.483997866
1.322507101,0.060462247,-0.399829101,-0.059282615,2.691126051,1.8912242
1.060890086,0.373727296,-0.317534492,-0.304100656,-0.215599932,0.434907577
-0.424579198,-0.215688749,0.288214323,-0.545181016,-0.215599932,0.0777666
-0.555676697,-0.398999959,0.470218974,-0.545181016,-0.215599932,-0.054561281
0.194481839,0.618060052,-0.539591897,-0.545181016,-0.215599932,0.275503901
-0.397339001,-0.773907632,0.842454476,-0.545181016,-0.215599932,-0.434421584
-0.903787921,-0.618973412,0.555154478,1.02184133,-0.215599932,0.457315038
-0.130792904,0.663265003,-0.584474647,-0.545181016,-0.215599932,0.267841444
-0.436599932,-0.519044469,0.542161816,0.009517159,-0.215599932,0.153915705
-0.665724641,-1.296959221,1.361777992,-0.545181016,-0.215599932,-1.247240581
1.665493002,-0.212276865,0.257726234,-0.22700389,-0.215599932,0.275701547
0.277551569,-0.604173974,0.575970912,0.604927127,-0.215599932,0.319920852
-0.530049206,-1.404861472,1.468911165,-0.545181016,-0.215599932,-1.464485775
0.815820765,0.152086572,-0.076939664,-0.545181016,-0.215599932,0.244862889
-0.292648041,0.288417079,-0.379136066,-0.545181016,1.086371082,1.063785664
-0.919055682,1.022465917,-0.941115341,-0.545181016,-0.215599932,0.139237534
2.429539838,1.091252287,-1.009411433,-0.545181016,-0.215599932,0.100642498
0.657975776,0.523332067,-0.472100299,-0.233335773,-0.215599932,0.469803748
-0.692813563,0.0979771,-0.023215859,-0.545181016,-0.215599932,0.228302929
0.084840914,-1.310318547,1.069967636,3.036584346,-0.215599932,0.107749128
-0.8433765,0.133824625,-0.058807879,-0.545181016,-0.215599932,0.239579179
-0.557623288,0.456452355,-0.379136066,-0.545181016,-0.215599932,0.287508096
0.442406423,0.82259926,-0.742673243,-0.545181016,-0.215599932,0.225733731
-1.22371925,0.031942184,0.04234839,-0.545181016,-0.215599932,0.204381058
1.351438972,0.960558183,-0.879648858,-0.545181016,-0.215599932,0.170082142
-1.079340725,-0.439735784,0.429773496,0.404529496,-0.215599932,0.391643329
0.57370944,1.079227164,-1.042716114,-0.013987001,-0.215599932,0.378017778
0.608014691,-0.920617224,0.857903679,0.983621272,-0.215599932,0.089199985
-0.211337637,-1.254452274,1.238683058,0.404529496,-0.215599932,-0.665829077
-0.202761739,0.667912478,-0.589088997,-0.545181016,-0.215599932,0.266946693
0.037218102,0.279831335,-0.398620749,1.284918074,0.088510086,1.278096957
0.158094914,-0.126609807,0.103285902,0.587606222,-0.215599932,0.670340859
0.954847832,1.539708892,-1.610170764,-0.240904833,0.79563969,0.453812014
-0.664928384,0.529116258,-0.451282054,-0.545181016,-0.215599932,0.285082393
-0.322909852,0.33955825,-0.263075129,-0.545181016,-0.215599932,0.281229402
0.933200799,0.456452355,-0.441215172,0.183666586,-0.215599932,0.654254382
-0.682981255,1.926761021,-1.838965042,-0.545181016,-0.215599932,-0.762116969
0.944580484,-0.324098605,0.395851482,-0.545181016,-0.215599932,0.003572023
-0.513337327,-0.311708907,0.383550093,-0.545181016,-0.215599932,0.012642777
-0.201087474,0.734579709,-0.839377714,1.616229116,-0.215599932,1.059213253
-0.631241606,0.771329269,-0.691768681,-0.545181016,-0.215599932,0.241859655
0.753241624,0.951148208,-0.913016377,-0.043733866,-0.215599932,0.435934603
0.168364488,-0.658318257,0.597474259,0.983621272,-0.215599932,0.403610388
-1.21134009,-0.026110489,-0.036905097,1.06202139,-0.215599932,0.880376847
-0.33216573,-0.12801817,0.20116862,-0.545181016,-0.215599932,0.129330304
-0.103441608,1.06586029,-0.984200419,-0.545181016,-0.215599932,0.115422594
-0.409317905,0.143828586,-0.068740536,-0.545181016,-0.215599932,0.242512085
-1.119229669,-0.047653473,0.121376726,-0.545181016,-0.215599932,0.170082142
-0.319478618,-0.439735784,0.458323245,0.069337551,-0.215599932,0.25075936
-0.189703023,0.220613371,-0.33230446,1.654148592,-0.215599932,1.125892798
0.783346984,0.405724725,-0.328769999,-0.545181016,-0.215599932,0.286325974
-0.510040632,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-1.212650006,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.891478443,-1.383091719,1.447296577,-0.545181016,-0.215599932,-1.419067577
-0.438074743,0.843993172,-0.860109319,-0.262834648,0.347414561,0.781673422
1.97501332,-1.445215159,1.378762519,0.983621272,-0.215599932,-0.81540844
0.62796278,0.390068049,-0.346180491,-0.158261919,-0.215599932,0.507366743
0.650454454,-0.074410683,0.147943222,-0.545181016,-0.215599932,0.157200528
1.235345186,0.16519121,-0.156685937,0.238330157,-0.215599932,0.64527972
0.08405514,0.430349788,-0.353219546,-0.545181016,-0.215599932,0.287195113
-0.872395778,-0.577610882,0.64755684,-0.545181016,-0.215599932,-0.216561794
-0.643796882,-0.751453397,0.665412369,1.271656486,-0.215599932,0.400873617
-0.260122548,-0.753401632,0.822094634,-0.545181016,-0.215599932,-0.409628664
2.721002374,0.456452355,-0.642316501,-0.103766271,1.544811579,1.490851738
0.569503328,0.425007157,-0.418162405,-0.361903549,0.210776541,0.7384336
-0.038543133,0.900649954,-0.820167628,-0.545181016,-0.215599932,0.196455429
1.622946205,0.306446615,-0.253112817,-0.276164305,-0.215599932,0.442704135
0.17060168,-1.383091719,1.306801758,1.10431619,-0.215599932,-0.641408723
-0.331529691,-0.946276906,1.01359518,-0.545181016,-0.215599932,-0.662596957
-0.447867081,0.673541407,-0.627838074,-0.155858694,-0.215599932,0.484332952
0.066116978,-0.191394492,0.135447366,-0.16758527,0.53734716,0.859467908
0.132872484,-1.599508669,1.662171006,-0.545181016,-0.215599932,-1.910163788
-0.490248708,1.315684282,-1.23224378,-0.545181016,-0.215599932,-0.05764583
-1.095909975,-0.630414111,0.586392156,0.788455023,-0.215599932,0.362205141
1.809743405,0.277214727,-0.201175962,-0.545181016,-0.215599932,0.272739892
-1.193903876,0.880962526,-0.800620522,-0.545181016,-0.215599932,0.204381058
1.45240875,0.369724471,-0.293026339,-0.545181016,-0.215599932,0.284052364
0.133574968,0.138712924,-0.087928624,-0.260267863,-0.215599932,0.41634338
1.578133636,1.841924269,-1.9480601,1.550002065,-0.099546805,0.105766506
-0.41352804,0.008358286,0.065764193,-0.545181016,-0.215599932,0.194843448
-0.633434608,-0.817078158,0.885317302,-0.545181016,-0.215599932,-0.488219774
1.460336414,1.31280991,-1.229389895,-0.545181016,-0.215599932,-0.055298719
0.063164412,0.939015199,-0.903890218,-0.009446881,-0.215599932,0.455845445
-0.260341632,0.10577004,-0.263075129,2.180075238,-0.215599932,1.248758941
-1.057844629,-0.738465163,0.807264625,-0.545181016,-0.215599932,-0.391874788
-0.770559771,0.456452355,-0.379136066,-0.545181016,-0.215599932,0.287508096
-0.347996015,-1.383091719,1.306801758,1.10431619,-0.215599932,-0.641408723
-0.354145362,0.69137546,-0.612384746,-0.545181016,-0.215599932,0.262124533
-0.884497929,-0.240582864,0.312931004,-0.545181016,-0.215599932,0.061757484
-0.696846751,0.883607449,-0.803246594,-0.545181016,-0.215599932,0.203337537
-0.653897687,-0.920617224,0.923011034,0.219220128,-0.215599932,-0.211767327
-0.962516786,-0.829382801,0.433290494,4.905331492,-0.215599932,1.273914885
-0.758071227,-0.318218748,0.299525346,0.517207015,-0.215599932,0.528386778
0.491982378,-0.026110489,0.09998729,-0.545181016,-0.215599932,0.179957972
1.141209403,2.15422144,-2.382468136,-0.063945747,1.943522823,-0.22093415
-0.510480788,0.971283839,-0.890298066,-0.545181016,-0.215599932,0.165000547
-1.180330657,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
0.248595436,0.957710128,-0.876821102,-0.545181016,-0.215599932,0.17141308
-0.713139379,-1.156686295,0.902176681,-0.545181016,2.284184414,0.422732727
0.120526777,1.688159206,-1.654662918,0.072364736,-0.215599932,-0.155010349
1.179031391,1.312362376,-1.268936585,-0.545181016,0.096483008,0.184165383
-0.831366789,-0.150642836,0.051412572,1.476783301,-0.215599932,0.955969352
-0.56115723,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.673484927,0.600998829,-0.522652279,-0.545181016,-0.215599932,0.277905878
-1.146423247,-0.494885823,0.483285975,0.419140427,-0.215599932,0.350240798
0.06063413,-1.156686295,1.222504867,-0.545181016,-0.215599932,-0.992464272
-1.019133859,-1.335923923,1.400464971,-0.545181016,-0.215599932,-1.323447996
2.838902524,-0.215688749,0.176989258,0.543028946,-0.070936486,0.746671846
-0.059437928,1.772611505,-2.110337912,1.815187371,1.527624856,0.873010738
-0.872444851,-0.630414111,0.586392156,0.788455023,-0.215599932,0.362205141
0.022564662,0.930904899,-0.850206929,-0.545181016,-0.215599932,0.18356171
-0.073903743,-0.791809695,0.860228942,-0.545181016,-0.215599932,-0.456465566
-0.772958994,-0.439735784,0.399439388,0.760670939,-0.215599932,0.527068242
1.296124868,0.118693006,-0.124268581,0.399757082,-0.215599932,0.696118913
