number of population per hectare,Entire home/apt,Private room,Hotel room,Shared room,Entropy
0.229260389,2.108917405,-2.537934793,-0.545181016,3.827651822,-0.174008107
0.325020985,-0.059534755,0.133173323,-0.545181016,-0.215599932,0.164446491
1.184109036,-0.887829853,0.788727114,1.413596916,-0.215599932,0.281477413
1.292627779,1.209250392,-1.169278927,-0.043733866,-0.215599932,0.278441856
-0.773537073,-0.817078158,0.885317302,-0.545181016,-0.215599932,-0.488219774
-0.517869533,-0.455739143,0.478885862,0.014469821,-0.215599932,0.2124799
-0.432597648,-1.6660985,1.587791396,1.10431619,-0.215599932,-1.29251232
1.54360238,2.175370589,-2.085802635,-0.545181016,-0.215599932,-1.181806637
-0.742848445,-0.36180638,0.433290494,-0.545181016,-0.215599932,-0.024984162
-0.418045742,0.705906786,-0.626812499,-0.545181016,-0.215599932,0.258882508
0.185808176,-0.068899312,0.142471134,-0.545181016,-0.215599932,0.159909723
-0.749425062,-0.026110489,0.09998729,-0.545181016,-0.215599932,0.179957972
-0.839696262,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
0.159013412,1.20147623,-1.11884975,-0.545181016,-0.215599932,0.029171317
0.077693748,-0.110326089,0.12588585,0.132450268,-0.215599932,0.49896887
-0.925907849,-0.276792486,0.34888254,-0.545181016,-0.215599932,0.037381034
-0.694294139,-1.538288986,1.601387669,-0.545181016,-0.215599932,-1.761859847
-0.650690186,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
-1.285567691,-1.4639508,0.764893172,-0.545181016,5.736267557,0.972598884
-0.18216477,-1.873636806,1.578425075,3.63354524,-0.215599932,-1.094123287
1.377019527,0.906821014,-0.961797319,1.045704614,-0.215599932,0.828670939
0.354982245,0.199867369,-0.279448871,1.275425859,-0.215599932,1.011381173
0.254003169,0.133824625,-0.058807879,-0.545181016,-0.215599932,0.239579179
-0.820335115,-0.251064597,0.182843209,1.10431619,-0.215599932,0.781285853
-0.450772748,-0.738465163,0.807264625,-0.545181016,-0.215599932,-0.391874788
0.625061682,1.452216954,-1.367803309,-0.545181016,-0.215599932,-0.178993109
-0.224953523,1.094416793,-1.035175432,-0.279584009,-0.215599932,0.253357904
0.672555656,0.907817184,-0.866253138,-0.087656244,-0.215599932,0.437501988
-0.130975959,0.819771871,-0.739866006,-0.545181016,-0.215599932,0.226687018
-1.267508155,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.369390165,0.136385163,-0.061350167,-0.545181016,-0.215599932,0.240338743
0.148677337,0.314948965,-0.238641247,-0.545181016,-0.215599932,0.278306111
-0.115695438,-1.13473883,0.982803503,2.013222814,-0.215599932,0.11388258
-0.89110546,-0.35011697,0.421684401,-0.545181016,-0.215599932,-0.015978397
-0.85790103,-0.857956915,0.925904694,-0.545181016,-0.215599932,-0.541196365
-0.740529766,-0.002570838,0.076615419,-0.545181016,-0.215599932,0.190245456
-0.554354606,0.674444065,-0.667720018,0.30185809,-0.215599932,0.67051843
0.767338625,2.046463569,-2.015220891,0.128807089,-0.215599932,-0.67350633
0.220478931,-0.156729003,0.229674815,-0.545181016,-0.215599932,0.113265742
4.463725867,0.456452355,-0.495197003,0.817447111,-0.215599932,0.881341489
-1.070627439,-1.425542737,1.489445023,-0.545181016,-0.215599932,-1.508407348
1.646353636,-0.34540019,0.323338027,0.554483788,-0.215599932,0.523220918
1.331582538,-0.439735784,0.355916536,1.271656486,-0.215599932,0.703199507
3.357810248,1.085229517,-1.089541319,-0.039689937,0.120392588,0.622545932
-0.33002326,0.337489328,-0.308266998,0.009517159,-0.215599932,0.578900041
-0.788693369,1.719753708,-1.697756112,-0.545181016,0.286364796,-0.149799985
0.810745583,-0.35011697,0.364482939,-0.097460346,-0.066803244,0.391974702
-0.829520959,0.566189678,-0.542568814,0.094419941,-0.215599932,0.609908882
-0.430583974,-1.079870169,1.146236251,-0.545181016,-0.215599932,-0.865111588
-0.480312195,-0.18368203,0.256435733,-0.545181016,-0.215599932,0.097457796
-0.278399682,-1.186559233,1.252164885,-0.545181016,-0.215599932,-1.044254033
-0.167122165,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
1.860055108,1.41841577,-1.554652348,1.179981199,0.357745102,0.845476093
0.481597371,1.026753898,-1.188045628,0.404529496,1.046917415,1.264672268
-0.209008772,-0.292819695,0.364795515,-0.545181016,-0.215599932,0.026176578
0.020416058,-1.743282168,1.804919752,-0.545181016,-0.215599932,-2.292502165
-1.030102769,-0.521207433,0.470218974,0.879384753,-0.215599932,0.499934994
-1.280328006,-0.798211039,0.86658466,-0.545181016,-0.215599932,-0.464438909
-0.601484265,0.700867302,-0.837518151,0.087959325,1.046917415,1.316347794
-0.526553063,-1.241588329,1.16630694,1.10431619,-0.215599932,-0.371082869
-0.131600463,-0.311708907,0.383550093,-0.545181016,-0.215599932,0.012642777
2.434097829,-0.663782818,0.733114582,-0.545181016,-0.215599932,-0.306906183
-0.899079316,1.253064034,-1.268936585,0.615576277,-0.215599932,0.473365479
-0.90644261,-1.156686295,1.222504867,-0.545181016,-0.215599932,-0.992464272
-0.964903803,0.663265003,-0.584474647,-0.545181016,-0.215599932,0.267841444
-1.086797528,1.189697196,-1.107154672,-0.545181016,-0.215599932,0.037381034
-0.450206853,0.614603203,-0.536159687,-0.545181016,-0.215599932,0.27601225
-0.9540032,-1.54775021,1.610781457,-0.545181016,-0.215599932,-1.784263969
-0.423668027,-0.396019289,0.467259549,-0.545181016,-0.215599932,-0.05213905
-0.261815086,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
-0.747437729,-0.695789538,0.764893172,-0.545181016,-0.215599932,-0.342551564
-0.641085695,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
-0.735867856,-0.260498156,0.332704349,-0.545181016,-0.215599932,0.048510871
-0.4795209,0.97529812,-0.894283735,-0.545181016,-0.215599932,0.163070458
-1.190121592,0.178325002,-0.102991078,-0.545181016,-0.215599932,0.251911228
-0.13576238,-0.132471279,0.205589989,-0.545181016,-0.215599932,0.126890839
0.126997952,-0.169651687,0.169371103,0.313461365,-0.215599932,0.542015347
-0.130083666,0.0979771,-0.023215859,-0.545181016,-0.215599932,0.228302929
0.074012759,-0.798211039,0.332704349,5.722908368,-0.215599932,1.475274239
0.205662983,0.622413122,-0.741647389,1.77633357,-0.215599932,1.135298796
-0.766505736,-0.547710258,0.296254689,-0.545181016,2.294223708,1.168423913
0.131497221,0.930904899,-0.850206929,-0.545181016,-0.215599932,0.18356171
1.462059629,0.035001717,-0.076122917,0.810081553,-0.215599932,0.818340137
0.308514539,0.114271429,-0.136463197,0.594471599,-0.215599932,0.766973266
-0.447332188,0.272304107,-0.342568922,1.172103746,-0.215599932,0.989544157
-0.834903021,-1.743282168,1.319574015,5.15308206,-0.215599932,-0.329957458
-0.057279833,-0.061527945,0.135152307,-0.545181016,-0.215599932,0.163487878
-0.435195209,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.597099611,-0.163985587,0.236879677,-0.545181016,-0.215599932,0.109079157
-1.278012635,-0.650603581,0.615346866,0.683856118,-0.215599932,0.302438862
-0.976820035,-0.311708907,0.383550093,-0.545181016,-0.215599932,0.012642777
-0.08780989,-0.695789538,0.764893172,-0.545181016,-0.215599932,-0.342551564
1.107818351,0.482057731,-0.455404682,0.051779877,-0.215599932,0.599738087
-0.31197596,-0.18368203,0.256435733,-0.545181016,-0.215599932,0.097457796
1.670586855,-0.279906052,0.283963683,-0.145939654,0.049769957,0.508546078
-0.122939657,-1.010037327,0.591555409,5.15308206,-0.215599932,1.102347618
-1.20305168,1.100193131,-1.018288551,-0.545181016,-0.215599932,0.095289058
-0.439427664,-0.635776939,0.705308316,-0.545181016,-0.215599932,-0.276651218
-0.956824068,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.105824194,-0.131671111,0.204795524,-0.545181016,-0.215599932,0.12733059
-0.611498666,-0.618973412,0.688624556,-0.545181016,-0.215599932,-0.258913049
0.143459675,-0.577610882,0.442218259,1.865622593,-0.215599932,0.769863564
-0.146933915,-0.439735784,0.399439388,0.760670939,-0.215599932,0.527068242
-0.918432833,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.502656926,0.769076125,-0.689531596,-0.545181016,-0.215599932,0.242512085
-1.099040067,-0.154585012,0.227546106,-0.545181016,-0.215599932,0.114492918
-0.036333522,0.587601839,-0.574458131,0.219220128,-0.215599932,0.656234909
-0.53139379,-0.296345681,0.368296369,-0.545181016,-0.215599932,0.023677293
-1.167462229,-0.095048038,0.09998729,0.258420187,-0.215599932,0.558817414
-1.124787743,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
0.440320465,-0.565959465,0.635988469,-0.545181016,-0.215599932,-0.204965988
-0.241177901,-1.191377449,1.256948758,-0.545181016,-0.215599932,-1.052729036
-0.4693077,0.008358286,-0.082535893,1.195954924,-0.215599932,0.936455468
-0.990163068,-0.695789538,0.764893172,-0.545181016,-0.215599932,-0.342551564
-0.92958426,-1.848031431,1.90892241,-0.545181016,-0.215599932,-2.60672621
-0.742436457,-1.51516155,1.578425075,-0.545181016,-0.215599932,-1.707860163
-1.045689574,-0.018000189,0.091934797,-0.545181016,-0.215599932,0.18356171
-0.584752679,0.187595914,-0.112195911,-0.545181016,-0.215599932,0.254248715
-0.632824136,-0.492452733,0.405982038,1.298374685,-0.215599932,0.668272239
-0.55135612,-1.417395572,1.319574015,1.354240009,-0.215599932,-0.622858566
1.024084959,-1.335923923,1.400464971,-0.545181016,-0.215599932,-1.323447996
-0.626239734,-1.915810365,1.976218248,-0.545181016,-0.215599932,-2.829859616
-0.766267045,-0.215688749,0.288214323,-0.545181016,-0.215599932,0.0777666
-0.4385348,-0.334301885,0.405982038,-0.545181016,-0.215599932,-0.004013628
-0.087481781,0.904546425,-0.824036325,-0.545181016,-0.215599932,0.194843448
-1.148719411,-0.602679082,0.672446365,-0.545181016,-0.215599932,-0.242007343
-0.698981452,0.880962526,-0.800620522,-0.545181016,-0.215599932,0.204381058
0.730410586,-1.254452274,1.319574015,-0.545181016,-0.215599932,-1.16687138
-0.594302272,-1.4639508,1.336907791,1.693422335,-0.215599932,-0.606134525
0.087984542,0.80713467,-0.959440752,2.180075238,-0.215599932,1.169464725
-1.063367871,-1.743282168,1.804919752,-0.545181016,-0.215599932,-2.292502165
-1.380114398,-1.156686295,1.222504867,-0.545181016,-0.215599932,-0.992464272
-1.105276978,0.584479232,-0.506250426,-0.545181016,-0.215599932,0.279976037
-0.156559933,-0.991236177,1.058234002,-0.545181016,-0.215599932,-0.728150466
-0.696434262,-1.784017992,1.84536523,-0.545181016,-0.215599932,-2.410708516
-1.434001225,-0.45821389,0.529010855,-0.545181016,-0.215599932,-0.104573064
-0.593443961,-0.334301885,0.405982038,-0.545181016,-0.215599932,-0.004013628
-0.88510145,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.818088712,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.253120121,-1.003054042,0.917430404,1.245701665,-0.215599932,0.065704411
0.479242246,-1.694399178,1.756385178,-0.545181016,-0.215599932,-2.156719295
-0.68930331,-0.481418953,0.552050523,-0.545181016,-0.215599932,-0.125162155
-0.739061927,-0.439735784,0.392024383,0.847727736,-0.215599932,0.558430122
-0.032900563,-0.738465163,0.807264625,-0.545181016,-0.215599932,-0.391874788
-0.086634336,-0.311708907,0.192878553,-0.545181016,1.272366941,0.928609181
0.670109771,-1.172980625,0.99601019,2.303950522,-0.215599932,0.139416076
-0.74900387,-1.364833217,1.084729303,3.498747619,-0.215599932,0.128829168
1.715583888,-0.991236177,1.058234002,-0.545181016,-0.215599932,-0.728150466
-0.352215869,-0.260498156,0.154744245,1.544182112,-0.215599932,0.915716893
-1.284822368,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-1.028315786,-0.334301885,0.091934797,3.141930386,-0.215599932,1.304996924
-1.497767702,1.67852709,-1.59250041,-0.545181016,-0.215599932,-0.424345652
-1.018700858,-1.371771448,1.436056992,-0.545181016,-0.215599932,-1.39577474
-0.892399828,1.053911114,-0.972336412,-0.545181016,-0.215599932,0.122161696
-0.649127995,-0.650603581,0.72002928,-0.545181016,-0.215599932,-0.292560488
-1.258630804,-1.037194543,1.103864798,-0.545181016,-0.215599932,-0.797864826
-0.370610028,-0.163985587,0.236879677,-0.545181016,-0.215599932,0.109079157
-0.455538767,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
-0.815016068,1.157816986,-1.88792825,-0.545181016,6.124432828,1.721614617
-1.220350328,-1.223900405,1.289239906,-0.545181016,-0.215599932,-1.110834942
0.083443817,-1.223900405,1.289239906,-0.545181016,-0.215599932,-1.110834942
-1.024214884,0.792522907,-0.712811261,-0.545181016,-0.215599932,0.235491172
-0.625831574,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.713406866,-0.784423529,0.64755684,1.865622593,-0.215599932,0.553297152
0.10146862,-0.784423529,0.852895421,-0.545181016,-0.215599932,-0.44732518
-1.081834121,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.183696751,-0.991236177,1.058234002,-0.545181016,-0.215599932,-0.728150466
-1.268120046,-0.991236177,1.058234002,-0.545181016,-0.215599932,-0.728150466
-0.854687209,0.456452355,-0.379136066,-0.545181016,-0.215599932,0.287508096
0.024226507,-0.59559459,0.433290494,2.180075238,-0.215599932,0.845291168
-0.64255594,0.456452355,-0.379136066,-0.545181016,-0.215599932,0.287508096
-0.743974465,-1.223900405,1.289239906,-0.545181016,-0.215599932,-1.110834942
-0.443664411,-0.951843292,1.019121892,-0.545181016,-0.215599932,-0.670573438
0.206570311,-0.439735784,0.392024383,0.847727736,-0.215599932,0.558430122
-0.497436229,-0.141006404,-0.082535893,2.937090864,-0.215599932,1.358449439
-0.51096197,-1.425542737,1.489445023,-0.545181016,-0.215599932,-1.508407348
-0.651527138,0.220613371,-0.144978035,-0.545181016,-0.215599932,0.261925969
-0.864679478,-1.335923923,1.400464971,-0.545181016,-0.215599932,-1.323447996
0.237228924,-0.551759301,0.288214323,3.372374849,-0.215599932,1.199793029
-1.317779404,-1.4639508,0.002207013,-0.545181016,11.68813505,2.03105858
-0.99840224,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.148919463,-1.559970957,1.622915101,-0.545181016,-0.215599932,-1.813476899
-0.237011665,-1.51516155,1.578425075,-0.545181016,-0.215599932,-1.707860163
-0.681545907,-0.76562238,0.834228277,-0.545181016,-0.215599932,-0.424345652
-0.611042761,-0.311708907,0.383550093,-0.545181016,-0.215599932,0.012642777
-0.094478643,-0.928565678,0.99601019,-0.545181016,-0.215599932,-0.637476901
-0.848303173,-1.51516155,1.578425075,-0.545181016,-0.215599932,-1.707860163
-0.943328792,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
-0.594902848,-0.638888703,0.708397901,-0.545181016,-0.215599932,-0.279970102
-1.217101418,-1.223900405,0.955564712,3.372374849,-0.215599932,0.352399979
-0.355334401,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.507779431,-1.743282168,1.804919752,-0.545181016,-0.215599932,-2.292502165
0.165463006,-1.743282168,1.319574015,5.15308206,-0.215599932,-0.329957458
-0.346552611,-0.324098605,0.223632027,1.476783301,-0.215599932,0.854083509
-0.426477583,-0.141006404,0.21406428,-0.545181016,-0.215599932,0.122161696
-0.839133767,-1.156686295,1.222504867,-0.545181016,-0.215599932,-0.992464272
-1.222400372,1.040922881,-0.959440752,-0.545181016,-0.215599932,0.129330304
-0.646810101,-1.383091719,1.447296577,-0.545181016,-0.215599932,-1.419067577
1.283649154,-0.618973412,0.421684401,2.588863676,-0.215599932,0.937241535
-0.627021787,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
-0.506580134,-1.998323851,2.058143615,-0.545181016,-0.215599932,-3.127851686
-1.308168497,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
-0.315121145,-1.214817417,0.558761778,1.148897196,4.288516006,1.780616124
-1.316787966,0.008358286,0.065764193,-0.545181016,-0.215599932,0.194843448
-0.35715112,0.212037408,-0.136463197,-0.545181016,-0.215599932,0.260029
0.294637991,-1.111876888,0.955564712,2.066522894,-0.215599932,0.166833908
0.107639414,-1.119602648,1.093637206,0.53552405,-0.215599932,-0.37834681
-0.53064001,-0.577610882,0.64755684,-0.545181016,-0.215599932,-0.216561794
-1.275131404,-0.018000189,0.091934797,-0.545181016,-0.215599932,0.18356171
-1.144282762,1.128593459,-1.046486455,-0.545181016,-0.215599932,0.0777666
-0.885398672,0.663265003,-0.584474647,-0.545181016,-0.215599932,0.267841444
-1.049171381,0.143828586,-0.068740536,-0.545181016,-0.215599932,0.242512085
-0.115324908,0.157722976,-0.082535893,-0.545181016,-0.215599932,0.246430962
-0.456342073,-1.743282168,1.804919752,-0.545181016,-0.215599932,-2.292502165
-0.533551858,-1.720004554,1.527579331,2.439623452,-0.215599932,-0.988184364
-0.865117043,-1.079870169,1.146236251,-0.545181016,-0.215599932,-0.865111588
-0.79075235,0.277214727,-0.201175962,-0.545181016,-0.215599932,0.272739892
-0.90205714,-1.896041509,1.622915101,3.372374849,-0.215599932,-1.238098578
-0.271022187,-0.324098605,0.395851482,-0.545181016,-0.215599932,0.003572023
-0.388259773,-1.634653302,1.697065144,-0.545181016,-0.215599932,-1.999006987
-0.610094525,0.755181735,-0.675736239,-0.545181016,-0.215599932,0.246430962
-0.498946761,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.193251798,-0.484545191,0.288214323,2.588863676,-0.215599932,1.055638467
-0.81539291,-0.215688749,0.288214323,-0.545181016,-0.215599932,0.0777666
-0.933186372,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
-0.392992827,-1.207897046,1.273350611,-0.545181016,-0.215599932,-1.082046274
-0.78268268,-1.283206973,1.348123764,-0.545181016,-0.215599932,-1.220927568
-0.705037343,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
-0.831573042,-1.254452274,1.319574015,-0.545181016,-0.215599932,-1.16687138
-1.146500773,-1.063171011,1.129656117,-0.545181016,-0.215599932,-0.83850538
-0.810510972,-1.694399178,1.756385178,-0.545181016,-0.215599932,-2.156719295
-1.267088157,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.981500399,-1.96325562,2.023325334,-0.545181016,-0.215599932,-2.99722567
0.104550314,-1.915810365,1.976218248,-0.545181016,-0.215599932,-2.829859616
-0.309410122,-1.404861472,1.058234002,4.276426202,-0.215599932,0.247297255
-1.440194542,0.840532986,-0.760479146,-0.545181016,-0.215599932,0.219512813
-0.850418448,-1.559970957,1.622915101,-0.545181016,-0.215599932,-1.813476899
-0.51295072,-0.817078158,0.885317302,-0.545181016,-0.215599932,-0.488219774
-0.85606045,2.069591005,-1.980777,-0.545181016,-0.215599932,-0.992464272
-0.181515144,-0.018000189,0.091934797,-0.545181016,-0.215599932,0.18356171
-0.063870816,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
1.498224375,-0.695789538,0.256435733,5.424427921,-0.215599932,1.520061514
-1.177386815,3.145016772,-3.048537622,-0.545181016,-0.215599932,-4.315518473
-0.963055136,1.128593459,-1.046486455,-0.545181016,-0.215599932,0.0777666
-0.496968624,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.898612335,-1.207897046,1.273350611,-0.545181016,-0.215599932,-1.082046274
0.050063713,-0.798211039,0.86658466,-0.545181016,-0.215599932,-0.464438909
-0.925261674,-0.76562238,0.834228277,-0.545181016,-0.215599932,-0.424345652
-1.166321835,0.456452355,-0.824036325,4.678226804,-0.215599932,1.783543334
-0.56395782,-0.081260528,0.154744245,-0.545181016,-0.215599932,0.15379291
-0.958654371,-1.335923923,1.400464971,-0.545181016,-0.215599932,-1.323447996
-1.176780182,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-0.69473496,-1.037194543,1.103864798,-0.545181016,-0.215599932,-0.797864826
-1.174899615,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-1.425169493,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
-0.13651914,-0.439735784,0.510664452,-0.545181016,-0.215599932,-0.088578351
-1.053975989,1.352640494,-1.268936585,-0.545181016,-0.215599932,-0.088578351
-1.393721928,-0.887829853,0.955564712,-0.545181016,-0.215599932,-0.581183712
-0.612096566,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
0.002529352,-2.232112062,2.29026549,-0.545181016,-0.215599932,-4.315518473
